245,824,0
241,1304,0
215,1824,0
190,2352,0
188,2872,0
194,3396,0
202,3908,0
224,4432,0
244,4952,0
272,5484,0
316,6212,0
350,7232,0
369,8252,0
390,9272,0
389,10292,0
384,11400,0
389,12504,0
375,13608,0
351,14712,0
379,15820,0
372,16924,0
337,18028,0
283,19132,0
248,20240,0
243,21344,0
191,22448,0
191,23560,0
228,24660,0
288,25764,0
343,26868,0
368,27972,0
388,29080,0
383,30184,0
382,31288,0
390,32392,0
375,33500,0
354,34604,0
380,35708,0
373,36812,0
339,37920,0
285,39024,0
247,40128,0
245,41232,0
193,42340,0
199,43444,0
232,44548,0
287,45652,0
338,46760,0
361,47864,0
384,48968,0
386,50072,0
383,51180,0
388,52284,0
374,53388,0
354,54492,0
376,55600,0
374,56704,0
346,57808,0
294,58912,0
253,60020,0
243,61124,0
196,62228,0
189,63332,0
222,64440,0
274,65548,0
337,66648,0
359,67752,0
382,68860,0
388,69964,0
383,71068,0
390,72172,0
379,73280,0
359,74384,0
373,75488,0
384,76592,0
355,77700,0
296,78804,0
248,79908,0
236,81012,0
194,82120,0
188,83224,0
216,84328,0
268,85432,0
338,86540,0
362,87644,0
383,88748,0
390,89852,0
382,90960,0
389,92064,0
381,93168,0
361,94272,0
370,95380,0
376,96484,0
355,97588,0
306,98692,0
256,99800,0
244,100904,0
205,102092,0
194,103284,0
224,104472,0
277,105664,0
340,106852,0
368,108044,0
390,109232,0
387,110424,0
386,111612,0
385,112804,0
366,113992,0
364,115184,0
380,116372,0
358,117564,0
298,118752,0
249,119944,0
241,121132,0
192,122324,0
190,123512,0
233,124704,0
297,125892,0
346,127084,0
373,128272,0
387,129464,0
384,130652,0
385,131844,0
383,133032,0
368,134224,0
377,135412,0
374,136604,0
343,137792,0
291,138984,0
252,140172,0
243,141364,0
184,142552,0
190,143744,0
238,144932,0
312,146124,0
357,147312,0
379,148504,0
389,149692,0
381,150884,0
388,152072,0
381,153264,0
359,154452,0
378,155644,0
367,156832,0
336,158024,0
277,159212,0
247,160404,0
244,161592,0
197,162784,0
200,163972,0
246,165164,0
314,166352,0
349,167544,0
382,168732,0
390,169924,0
380,171112,0
390,172304,0
375,173492,0
354,174684,0
382,175872,0
371,177064,0
328,178252,0
269,179444,0
246,180632,0
220,181824,0
187,183012,0
208,184204,0
263,185392,0
333,186584,0
363,187772,0
390,188964,0
388,190152,0
382,191344,0
388,192532,0
372,193724,0
354,194912,0
382,196104,0
366,197292,0
312,198484,0
259,199672,0
248,200864,0
210,202052,0
190,203244,0
218,204432,0
274,205624,0
341,206812,0
368,208004,0
392,209192,0
388,210384,0
381,211572,0
383,212764,0
367,213952,0
360,215144,0
382,216332,0
363,217524,0
303,218712,0
249,219904,0
237,221092,0
197,222284,0
201,223472,0
237,224664,0
297,225852,0
345,227044,0
372,228232,0
391,229424,0
384,230612,0
385,231804,0
380,232992,0
364,234184,0
368,235372,0
375,236564,0
345,237752,0
291,238944,0
249,240132,0
244,241324,0
190,242512,0
196,243704,0
241,244892,0
310,246084,0
350,247272,0
374,248464,0
388,249652,0
385,250844,0
388,252032,0
378,253224,0
356,254412,0
377,255604,0
372,256792,0
337,257984,0
280,259172,0
247,260364,0
237,261552,0
188,262744,0
202,263932,0
252,265124,0
322,266312,0
355,267504,0
382,268692,0
388,269884,0
382,271072,0
388,272264,0
375,273452,0
354,274644,0
381,275832,0
370,277024,0
332,278212,0
271,279404,0
244,280592,0
223,281784,0
187,282972,0
207,284164,0
264,285352,0
336,286544,0
367,287732,0
384,288924,0
381,290112,0
381,291304,0
390,292492,0
375,293684,0
348,294872,0
381,296064,0
368,297252,0
317,298444,0
259,299632,0
245,300824,0
210,302012,0
192,303204,0
222,304392,0
276,305584,0
341,306772,0
364,307964,0
387,309152,0
384,310344,0
382,311532,0
387,312724,0
367,313912,0
356,315104,0
389,316292,0
364,317484,0
302,318672,0
251,319864,0
234,321052,0
199,322244,0
197,323432,0
234,324624,0
295,325812,0
346,327004,0
367,328192,0
389,329384,0
385,330572,0
384,331764,0
384,332952,0
365,334144,0
369,335332,0
379,336524,0
352,337712,0
292,338904,0
249,340092,0
241,341284,0
189,342472,0
193,343664,0
239,344852,0
308,346044,0
350,347232,0
374,348424,0
389,349612,0
381,350804,0
386,351992,0
387,353184,0
360,354372,0
375,355564,0
373,356752,0
343,357944,0
286,359132,0
248,360324,0
238,361512,0
183,362704,0
199,363892,0
248,365084,0
321,366272,0
351,367464,0
377,368656,0
382,369844,0
374,371032,0
392,372224,0
385,373412,0
356,374604,0
385,375792,0
367,376984,0
334,378172,0
277,379364,0
256,380552,0
234,381744,0
177,382932,0
201,384124,0
240,385312,0
325,386504,0
367,387692,0
383,388884,0
385,390072,0
381,391264,0
395,392452,0
385,393644,0
360,394832,0
389,396024,0
364,397212,0
290,398404,0
243,399592,0
249,400784,0
233,401972,0
204,403164,0
224,404352,0
260,405544,0
334,406732,0
365,407924,0
395,409112,0
377,410304,0
363,411492,0
389,412688,0
384,413872,0
366,415064,0
368,416252,0
353,417444,0
294,418632,0
264,419824,0
264,421012,0
200,422204,0
163,423392,1
221,424584,1
331,425772,1
377,426964,1
373,428152,1
384,429344,1
368,430532,1
368,431724,1
377,432912,1
378,434104,1
354,435292,1
347,436484,1
313,437672,1
275,438864,1
255,440052,1
265,441244,1
223,442432,1
214,443624,1
255,444812,1
317,446004,1
347,447192,1
374,448384,1
393,449572,1
385,450764,1
382,451952,1
362,453144,1
343,454332,1
368,455524,1
364,456720,1
335,457904,1
286,459092,1
250,460284,1
239,461472,1
190,462664,1
209,463852,1
289,465044,1
352,466232,1
348,467424,1
357,468612,1
363,469804,1
388,470992,1
395,472184,1
367,473372,1
350,474564,1
366,475752,1
361,476944,1
348,478132,1
303,479324,1
256,480512,1
240,481704,1
202,482892,1
215,484084,1
252,485272,1
321,486464,1
358,487652,1
382,488844,1
383,490032,1
385,491224,1
378,492412,1
354,493604,1
341,494792,1
362,495984,1
351,497172,1
317,498364,1
264,499552,1
258,500748,1
231,501932,1
203,503124,1
236,504312,1
307,505504,1
363,506692,1
363,507884,1
368,509072,1
374,510264,1
375,511452,1
376,512644,1
361,513832,1
330,515024,1
368,516212,1
377,517404,1
330,518592,1
276,519784,1
231,520972,1
177,522164,1
175,523352,1
231,524544,1
311,525732,1
364,526924,1
389,528112,1
394,529304,1
387,530492,1
395,531684,1
374,532872,1
329,534064,1
322,535252,1
368,536444,1
336,537632,1
288,538824,1
252,540012,1
258,541204,1
189,542392,1
197,543584,1
293,544780,1
376,545964,1
381,547152,1
370,548344,1
381,549532,1
381,550724,1
344,551912,1
338,553104,1
335,554292,1
390,555484,1
373,556672,1
326,557864,1
282,559052,1
253,560244,1
243,561432,1
178,562624,1
